Stock,Transaction Date,Buy/Sell,Type,Amount,Senator
NFX,2016-06-28,Sale,Stock,"$1,001 - $15,000",James m Inhofe
CLR,2016-06-28,Sale,Stock,"$15,001 - $50,000",James m Inhofe
QCOM,2015-08-04,Sale,Stock,"$50,001 - $100,000",James m Inhofe
CRSP,2020-12-22,Sale,Stock,"$50,001 - $100,000",James m Inhofe
BLK,2020-12-15,Sale,Stock,"$50,001 - $100,000",James m Inhofe
UNH,2019-09-30,Sale,Stock,"$15,001 - $50,000",James m Inhofe
XBI,2019-09-30,Sale,Stock,"$15,001 - $50,000",James m Inhofe
V,2020-04-13,Sale,Stock,"$50,001 - $100,000",James m Inhofe
MSFT,2020-04-13,Sale,Stock,"$50,001 - $100,000",James m Inhofe
CELG,2018-11-16,Sale,Stock,"$15,001 - $50,000",James m Inhofe
APTV,2018-11-16,Sale,Stock,"$15,001 - $50,000",James m Inhofe
DHR,2019-03-01,Sale,Stock,"$15,001 - $50,000",James m Inhofe
PCLN,2017-11-13,Sale,Stock,"$50,001 - $100,000",James m Inhofe
XOM,2017-11-13,Purchase,Stock,"$50,001 - $100,000",James m Inhofe
XON,2017-11-10,Sale,Stock,"$15,001 - $50,000",James m Inhofe
INTU,2018-08-16,Purchase,Stock,"$50,001 - $100,000",James m Inhofe
BKNG,2018-08-16,Sale,Stock,"$50,001 - $100,000",James m Inhofe
DHR,2018-07-26,Purchase,Stock,"$50,001 - $100,000",James m Inhofe
BAM,2018-08-14,Sale,Stock,"$15,001 - $50,000",James m Inhofe
BFAM,2018-07-26,Sale,Stock,"$15,001 - $50,000",James m Inhofe
AIG,2018-11-05,Purchase,Stock,"$50,001 - $100,000",James m Inhofe
GE,2018-10-31,Sale,Stock,"$15,001 - $50,000",James m Inhofe
XPO,2018-10-25,Purchase,Stock,"$50,001 - $100,000",James m Inhofe
ISRG,2018-10-25,Purchase,Stock,"$15,001 - $50,000",James m Inhofe
NTLA,2018-10-25,Sale,Stock,"$15,001 - $50,000",James m Inhofe
ALB,2018-10-17,Purchase,Stock,"$15,001 - $50,000",James m Inhofe
CRM,2018-10-11,Sale,Stock,"$50,001 - $100,000",James m Inhofe
FLR,2017-05-17,Purchase,Stock,"$50,001 - $100,000",James m Inhofe
ALTR,2015-05-21,Sale,Stock,"$15,001 - $50,000",James m Inhofe
PG,2015-04-29,Purchase,Stock,"$15,001 - $50,000",James m Inhofe
AMZN,2015-04-29,Sale,Stock,"$15,001 - $50,000",James m Inhofe
EMR,2015-04-21,Purchase,Stock,"$50,001 - $100,000",James m Inhofe
WFC,2015-04-21,Sale,Stock,"$15,001 - $50,000",James m Inhofe
ETN,2015-04-14,Sale,Stock,"$15,001 - $50,000",James m Inhofe
MCD,2015-04-14,Sale,Stock,"$50,001 - $100,000",James m Inhofe
PRGO,2016-05-23,Purchase,Stock,"$50,001 - $100,000",James m Inhofe
BABA,2016-05-25,Sale,Stock,"$50,001 - $100,000",James m Inhofe
PG,2016-05-17,Sale,Stock,"$50,001 - $100,000",James m Inhofe
CLR,2016-05-12,Sale,Stock,"$50,001 - $100,000",James m Inhofe
EDIT,2019-02-04,Sale,Stock,"$15,001 - $50,000",James m Inhofe
MSFT,2019-01-29,Sale,Stock,"$15,001 - $50,000",James m Inhofe
GM,2017-03-07,Purchase,Stock,"$50,001 - $100,000",James m Inhofe
SYF,2017-03-02,Sale,Stock,"$50,001 - $100,000",James m Inhofe
CRSP,2018-06-19,Sale,Stock,"$15,001 - $50,000",James m Inhofe
BMY,2018-06-04,Sale,Stock,"$50,001 - $100,000",James m Inhofe
CLR,2018-05-29,Sale,Stock,"$15,001 - $50,000",James m Inhofe
BLK,2016-07-21,Sale,Stock,"$1,001 - $15,000",James m Inhofe
BIIB,2016-07-21,Sale,Stock,"$50,001 - $100,000",James m Inhofe
AGN,2016-07-21,Purchase,Stock,"$50,001 - $100,000",James m Inhofe
ISRG,2019-05-10,Sale,Stock,"$15,001 - $50,000",James m Inhofe
RSPP,2015-11-17,Sale,Stock,"$15,001 - $50,000",James m Inhofe
XON,2017-08-23,Purchase,Stock,"$1,001 - $15,000",James m Inhofe
ST,2018-06-28,Sale,Stock,"$50,001 - $100,000",James m Inhofe
LEA,2018-06-28,Purchase,Stock,"$15,001 - $50,000",James m Inhofe
APTV,2018-06-28,Purchase,Stock,"$15,001 - $50,000",James m Inhofe
BAM,2020-02-20,Sale,Stock,"$50,001 - $100,000",James m Inhofe
DAL,2017-12-26,Purchase,Stock,"$100,001 - $250,000",James m Inhofe
UNH,2018-01-11,Purchase,Stock,"$50,001 - $100,000",James m Inhofe
SWN,2015-10-28,Purchase,Stock,"$50,001 - $100,000",James m Inhofe
RRC,2015-10-28,Sale,Stock,"$1,001 - $15,000",James m Inhofe
FLR,2017-08-04,Sale,Stock,"$50,001 - $100,000",James m Inhofe
GE,2017-07-26,Sale,Stock,"$15,001 - $50,000",James m Inhofe
MSFT,2017-07-20,Purchase,Stock,"$50,001 - $100,000",James m Inhofe
C,2017-07-07,Sale,Stock,"$50,001 - $100,000",James m Inhofe
CELG,2018-07-12,Purchase,Stock,"$15,001 - $50,000",James m Inhofe
CSX,2016-10-12,Sale,Stock,"$50,001 - $100,000",James m Inhofe
AGN,2016-09-15,Purchase,Stock,"$15,001 - $50,000",James m Inhofe
PRGO,2016-08-12,Sale,Stock,"$50,001 - $100,000",James m Inhofe
ESRX,2016-08-08,Sale,Stock,"$50,001 - $100,000",James m Inhofe
C,2016-08-08,Purchase,Stock,"$50,001 - $100,000",James m Inhofe
BMY,2016-08-08,Purchase,Stock,"$15,001 - $50,000",James m Inhofe
PYPL,2019-06-25,Sale,Stock,"$15,001 - $50,000",James m Inhofe
GILD,2015-06-09,Sale,Stock,"$50,001 - $100,000",James m Inhofe
BMY,2017-02-28,Sale,Stock,"$15,001 - $50,000",James m Inhofe
XON,2017-02-16,Purchase,Stock,"$15,001 - $50,000",James m Inhofe
AGN,2017-02-14,Sale,Stock,"$50,001 - $100,000",James m Inhofe
CERN,2017-02-10,Sale,Stock,"$50,001 - $100,000",James m Inhofe
SYF,2017-02-01,Sale,Stock,"$50,001 - $100,000",James m Inhofe
BMY,2017-02-01,Purchase,Stock,"$15,001 - $50,000",James m Inhofe
GE,2019-05-16,Sale,Stock,"$1,001 - $15,000",Timothy m Kaine
MTUM,2018-10-11,Purchase,Stock,"$1,001 - $15,000",John n Kennedy
NKE,2018-08-28,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
CB,2018-08-28,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
WTRG,2020-03-05,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
VZ,2020-08-18,Purchase,Stock,"$1,001 - $15,000","Angus s King, jr."
SLB,2020-08-18,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
XOM,2020-08-18,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
COP,2020-08-18,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
SLB,2017-11-28,Purchase,Stock,"$1,001 - $15,000","Angus s King, jr."
COP,2017-11-28,Purchase,Stock,"$1,001 - $15,000","Angus s King, jr."
PG,2017-11-17,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
NVS,2017-11-10,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
KMI,2015-12-16,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
TMO,2021-06-24,Purchase,Stock,"$1,001 - $15,000","Angus s King, jr."
ADBE,2021-06-24,Purchase,Stock,"$1,001 - $15,000","Angus s King, jr."
TEVA,2016-10-19,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
GE,2016-10-19,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
MMM,2023-05-19,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
DIS,2017-05-03,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
TGT,2017-05-03,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
SLB,2018-10-17,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
CSCO,2017-10-19,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
USB,2023-03-20,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
ADBE,2022-12-19,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
EA,2022-12-21,Purchase,Stock,"$1,001 - $15,000","Angus s King, jr."
AMZN,2019-01-31,Purchase,Stock,"$1,001 - $15,000","Angus s King, jr."
UTX,2019-01-10,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
MKC,2019-01-10,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
AXP,2019-01-10,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
GILD,2018-04-23,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
EMC,2016-07-14,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
IBM,2017-07-20,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
WAT,2019-07-23,Sale,Stock,"$1,001 - $15,000","Angus s King, jr."
AVGO,2018-09-24,Purchase,Stock,"$1,001 - $15,000",Jon Kyl
PM,2018-12-17,Purchase,Stock,"$1,001 - $15,000",Jon Kyl
CXO,2018-12-28,Purchase,Stock,"$1,001 - $15,000",Jon Kyl
ARRS,2018-11-08,Sale,Stock,"$1,001 - $15,000",Jon Kyl
BWA,2018-11-02,Purchase,Stock,"$1,001 - $15,000",Jon Kyl
NVDA,2018-12-12,Purchase,Stock,"$1,001 - $15,000",Jon Kyl
NTNX,2018-12-06,Purchase,Stock,"$1,001 - $15,000",Jon Kyl
INFO,2018-12-03,Purchase,Stock,"$1,001 - $15,000",Jon Kyl
TWTR,2018-09-12,Purchase,Stock,"$1,001 - $15,000",Jon Kyl
ADBE,2018-12-06,Sale,Stock,"$1,001 - $15,000",Jon Kyl
MKC,2018-12-03,Sale,Stock,"$1,001 - $15,000",Jon Kyl
CXO,2018-12-28,Purchase,Stock,"$1,001 - $15,000",Jon Kyl
PM,2018-12-17,Purchase,Stock,"$1,001 - $15,000",Jon Kyl
NVDA,2018-12-12,Purchase,Stock,"$1,001 - $15,000",Jon Kyl
NTNX,2018-12-06,Purchase,Stock,"$1,001 - $15,000",Jon Kyl
ADBE,2018-12-06,Sale,Stock,"$1,001 - $15,000",Jon Kyl
MKC,2018-12-03,Sale,Stock,"$1,001 - $15,000",Jon Kyl
INFO,2018-12-03,Purchase,Stock,"$1,001 - $15,000",Jon Kyl
ARRS,2018-11-08,Sale,Stock,"$1,001 - $15,000",Jon Kyl
BWA,2018-11-02,Purchase,Stock,"$1,001 - $15,000",Jon Kyl
AVGO,2018-09-24,Purchase,Stock,"$1,001 - $15,000",Jon Kyl
TWTR,2018-09-12,Purchase,Stock,"$1,001 - $15,000",Jon Kyl
PRU,2020-03-12,Purchase,Stock,"$15,001 - $50,000",Kelly Loeffler
BKNG,2020-03-11,Sale,Stock,"$1,001 - $15,000",Kelly Loeffler
BKNG,2020-03-10,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
CVX,2020-03-09,Purchase,Stock,"$100,001 - $250,000",Kelly Loeffler
DD,2020-03-09,Purchase,Stock,"$1,001 - $15,000",Kelly Loeffler
HELE,2020-03-06,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
TJX,2020-03-05,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
BKNG,2020-03-06,Purchase,Stock,"$15,001 - $50,000",Kelly Loeffler
ROST,2020-03-03,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
LULU,2020-03-03,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
FB,2020-03-03,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
DD,2020-03-02,Purchase,Stock,"$50,001 - $100,000",Kelly Loeffler
ROST,2020-03-02,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
DD,2020-02-28,Purchase,Stock,"$15,001 - $50,000",Kelly Loeffler
DD,2020-02-27,Purchase,Stock,"$100,001 - $250,000",Kelly Loeffler
CME,2020-02-26,Purchase,Stock,"$100,001 - $250,000",Kelly Loeffler
NVDA,2020-02-26,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
AZO,2020-02-26,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
ADP,2020-02-26,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
ARNA,2020-02-26,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
AMZN,2020-02-25,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
CME,2020-02-24,Purchase,Stock,"$50,001 - $100,000",Kelly Loeffler
AMZN,2020-02-24,Purchase,Stock,"$15,001 - $50,000",Kelly Loeffler
NVDA,2020-02-24,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
IPHI,2020-02-24,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
FB,2020-02-24,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
ARNA,2020-02-24,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
DOCU,2020-02-20,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
ORCL,2020-02-14,Purchase,Stock,"$100,001 - $250,000",Kelly Loeffler
XOM,2020-02-14,Sale,Stock,"$250,001 - $500,000",Kelly Loeffler
CTXS,2020-02-14,Purchase,Stock,"$100,001 - $250,000",Kelly Loeffler
FNKO,2020-02-10,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
EEFT,2020-02-10,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
ORLY,2020-02-07,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
FNKO,2020-02-07,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
FNKO,2020-02-06,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
AZO,2020-02-06,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
ARNA,2020-02-06,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
ROKU,2020-02-05,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
FNKO,2020-02-05,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
ARNA,2020-02-05,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
KL,2020-02-04,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
AZO,2020-02-04,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
HON,2020-02-03,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
DOCU,2020-02-20,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
PRU,2020-03-13,Purchase,Stock,"$15,001 - $50,000",Kelly Loeffler
CVX,2020-03-10,Purchase,Stock,"$100,001 - $250,000",Kelly Loeffler
DD,2020-03-10,Purchase,Stock,"$1,001 - $15,000",Kelly Loeffler
DD,2020-03-03,Purchase,Stock,"$50,001 - $100,000",Kelly Loeffler
DD,2020-03-02,Purchase,Stock,"$15,001 - $50,000",Kelly Loeffler
DD,2020-02-28,Purchase,Stock,"$100,001 - $250,000",Kelly Loeffler
BKNG,2020-03-11,Sale,Stock,"$1,001 - $15,000",Kelly Loeffler
BKNG,2020-03-10,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
HELE,2020-03-09,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
BKNG,2020-03-06,Purchase,Stock,"$15,001 - $50,000",Kelly Loeffler
TJX,2020-03-09,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
ROST,2020-03-03,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
LULU,2020-03-03,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
FB,2020-03-03,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
ROST,2020-03-02,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
CME,2020-02-26,Purchase,Stock,"$100,001 - $250,000",Kelly Loeffler
NVDA,2020-02-26,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
AZO,2020-02-26,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
ADP,2020-02-26,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
ARNA,2020-02-26,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
AMZN,2020-02-27,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
CME,2020-02-24,Purchase,Stock,"$50,001 - $100,000",Kelly Loeffler
AMZN,2020-02-24,Purchase,Stock,"$15,001 - $50,000",Kelly Loeffler
NVDA,2020-02-24,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
IPHI,2020-02-24,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
FB,2020-02-24,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
ARNA,2020-02-24,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
TJX,2020-01-31,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
ROST,2020-01-31,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
AZO,2020-01-31,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
AZO,2020-01-30,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
ROST,2020-01-29,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
KEYS,2020-01-29,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
REZI,2020-01-28,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
REZI,2020-01-27,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
DFS,2020-01-21,Purchase,Stock,"$250,001 - $500,000",Kelly Loeffler
REZI,2020-01-24,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
ICE,2020-09-23,Sale,Stock,"$1,000,001 - $5,000,000",Kelly Loeffler
ICE,2020-09-23,Purchase,Stock,"$250,001 - $500,000",Kelly Loeffler
ICE,2020-05-20,Purchase,Stock,"$1,000,001 - $5,000,000",Kelly Loeffler
ICE,2020-05-20,Sale,Stock,"$5,000,001 - $25,000,000",Kelly Loeffler
ICE,2020-05-20,Sale,Stock,"$1,000,001 - $5,000,000",Kelly Loeffler
ICE,2020-03-11,Sale,Stock,"$5,000,001 - $25,000,000",Kelly Loeffler
ICE,2020-02-26,Sale,Stock,"$1,000,001 - $5,000,000",Kelly Loeffler
ICE,2020-02-26,Purchase,Stock,"$1,000,001 - $5,000,000",Kelly Loeffler
ICE,2020-03-11,Sale,Stock,"$5,000,001 - $25,000,000",Kelly Loeffler
ICE,2020-02-18,Purchase,Stock,"$5,000,001 - $25,000,000",Kelly Loeffler
TJX,2020-01-31,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
ROST,2020-01-31,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
AZO,2020-01-31,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
AZO,2020-01-30,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
ROST,2020-01-29,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
KEYS,2020-01-29,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
REZI,2020-01-28,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
REZI,2020-01-27,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
DFS,2020-01-17,Purchase,Stock,"$250,001 - $500,000",Kelly Loeffler
REZI,2020-01-24,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
PRU,2020-01-17,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
TEX,2020-04-13,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
TGT,2020-04-14,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
STT,2020-04-14,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
SLB,2020-04-14,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
KHC,2020-04-14,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
HIG,2020-04-14,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
DFS,2020-04-14,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
CL,2020-04-14,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
CAT,2020-04-14,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
BMY,2020-04-14,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
BP,2020-04-14,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
AMAT,2020-04-13,Sale,Stock,"$1,001 - $15,000",Kelly Loeffler
AA,2020-04-13,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
UTX,2020-04-14,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
STT,2020-04-14,Sale,Stock,"$250,001 - $500,000",Kelly Loeffler
PRU,2020-04-14,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
K,2020-04-14,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
HIG,2020-04-14,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
GS,2020-04-14,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
XOM,2020-04-14,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
DD,2020-04-14,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
DOW,2020-04-14,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
DFS,2020-04-14,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
DAL,2020-04-14,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
CVS,2020-04-14,Sale,Stock,"$250,001 - $500,000",Kelly Loeffler
CTVA,2020-04-14,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
CL,2020-04-14,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
CTSH,2020-04-14,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
CSCO,2020-04-14,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
BMY,2020-04-14,Sale,Stock,"$250,001 - $500,000",Kelly Loeffler
BP,2020-04-14,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
AIG,2020-04-14,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
MO,2020-04-14,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
AGN,2020-04-14,Sale,Stock,"$250,001 - $500,000",Kelly Loeffler
ABBV,2020-04-14,Sale,Stock,"$250,001 - $500,000",Kelly Loeffler
AGCO,2020-04-07,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
MPC,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
EBAY,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
VZ,2020-04-07,Sale,Stock,"$250,001 - $500,000",Kelly Loeffler
CTXS,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
PFE,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
AAPL,2020-04-07,Sale,Stock,"$250,001 - $500,000",Kelly Loeffler
C,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
PRU,2020-04-07,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
CSCO,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
WMT,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
PYPL,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
KMI,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
T,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
MDLZ,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
FDX,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
LOW,2020-04-07,Sale,Stock,"$250,001 - $500,000",Kelly Loeffler
TFC,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
SAP,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
DOCU,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
LMT,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
DIS,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
AMGN,2020-04-07,Sale,Stock,"$250,001 - $500,000",Kelly Loeffler
BAC,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
STZ,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
JD,2020-04-07,Sale,Stock,"$250,001 - $500,000",Kelly Loeffler
KEY,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
ORCL,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
DG,2020-03-12,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
DG,2020-02-28,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
CME,2020-02-28,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
FIS,2020-02-27,Purchase,Stock,"$15,001 - $50,000",Kelly Loeffler
WDC,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
TRV,2020-04-07,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
TRV,2020-03-31,Purchase,Stock,"$15,001 - $50,000",Kelly Loeffler
PRU,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
NNVC,2020-04-07,Sale,Stock,"$1,001 - $15,000",Kelly Loeffler
K,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
HIG,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
EMR,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
DD,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
DAL,2020-04-07,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
CVX,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
CSCO,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
CR,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
CAH,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
AIZ,2020-04-07,Sale,Stock,"$250,001 - $500,000",Kelly Loeffler
AIG,2020-04-07,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
ADM,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
HELE,2020-04-07,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
ARNA,2020-04-07,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
ADP,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
CME,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
COST,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
DG,2020-04-07,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler
FIS,2020-04-07,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
IPHI,2020-04-07,Sale,Stock,"$50,001 - $100,000",Kelly Loeffler
MSFT,2020-04-07,Sale,Stock,"$250,001 - $500,000",Kelly Loeffler
RTX,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
VTR,2020-04-07,Sale,Stock,"$100,001 - $250,000",Kelly Loeffler
AIG,2020-03-27,Purchase,Stock,"$1,001 - $15,000",Kelly Loeffler
WDC,2020-03-20,Purchase,Stock,"$100,001 - $250,000",Kelly Loeffler
K,2020-03-20,Purchase,Stock,"$100,001 - $250,000",Kelly Loeffler
EMR,2020-03-20,Purchase,Stock,"$250,001 - $500,000",Kelly Loeffler
CR,2020-03-20,Purchase,Stock,"$100,001 - $250,000",Kelly Loeffler
CSCO,2020-03-20,Purchase,Stock,"$50,001 - $100,000",Kelly Loeffler
ADM,2020-03-20,Purchase,Stock,"$100,001 - $250,000",Kelly Loeffler
PRU,2020-03-20,Purchase,Stock,"$100,001 - $250,000",Kelly Loeffler
CVX,2020-03-20,Purchase,Stock,"$50,001 - $100,000",Kelly Loeffler
