Stock,Transaction Date,Buy/Sell,Type,Amount,Senator,Price
MSFT,2016-02-11,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",45.13528823852539
MSFT,2016-02-11,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",45.13528823852539
MSFT,2016-02-10,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",45.153465270996094
MSFT,2016-02-10,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",45.153465270996094
PFE,2016-02-10,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",22.3565673828125
LYV,2016-02-09,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",19.360000610351562
MSFT,2016-02-09,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",44.76287078857422
WMB,2016-02-08,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",7.653164863586426
WMB,2016-02-08,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",7.653164863586426
ORCL,2016-02-05,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",32.41696548461914
PFE,2016-02-05,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",22.00783348083496
AAPL,2016-02-03,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",22.245296478271484
MSFT,2016-02-03,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",47.37887954711914
PFE,2016-02-02,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",22.621902465820312
EPD,2016-02-01,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",15.69985294342041
AAPL,2016-02-01,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",22.26376724243164
PFE,2016-02-01,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",22.644420623779297
BA,2015-02-23,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",135.1323699951172
SMEZ,2015-02-24,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",45.955322265625
CAT,2015-03-11,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",64.15522766113281
SPY,2015-03-25,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",182.659423828125
RF,2015-05-20,Purchase,Stock,"$15,001 - $50,000","David a Perdue , jr",8.351295471191406
CL,2015-05-20,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",58.915279388427734
CLX,2015-01-15,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",89.31005096435547
SYY,2015-04-02,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",31.44618797302246
PG,2015-04-02,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",67.13495635986328
JNJ,2015-04-02,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",82.52806091308594
KO,2015-04-02,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",32.66594696044922
MSFT,2015-04-02,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",35.88056564331055
SYY,2015-05-06,Purchase,Stock,"$15,001 - $50,000","David a Perdue , jr",30.050989151000977
AR,2015-01-14,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",34.75907897949219
WPZ,2015-02-10,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",46.959999084472656
WPZ,2015-02-11,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",45.959999084472656
WPZ,2015-02-12,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",46.45000076293945
WPZ,2015-02-02,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",48.150001525878906
WPZ,2015-02-13,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",47.43000030517578
WPZ,2015-02-17,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",47.68000030517578
WPZ,2015-02-18,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",47.470001220703125
WPZ,2015-02-19,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",49.58000183105469
PAA,2015-02-26,Purchase,Stock,"$15,001 - $50,000","David a Perdue , jr",28.777868270874023
PAA,2015-05-21,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",27.908937454223633
PAA,2015-05-21,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",27.908937454223633
PAA,2015-05-22,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",27.9910945892334
PAA,2015-05-22,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",27.9910945892334
KN,2015-01-08,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",23.559999465942383
BK,2015-01-13,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",32.6843147277832
ZTS,2015-01-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",41.016883850097656
KN,2015-01-21,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",21.59000015258789
BK,2015-01-26,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",31.850191116333008
KN,2015-01-27,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",21.84000015258789
TAP,2015-01-27,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",67.14822387695312
TAP,2015-01-29,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",67.5638427734375
ZTS,2015-01-29,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",41.370967864990234
ZTS,2015-01-30,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",40.80751037597656
TAP,2015-02-03,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",67.39933776855469
TAP,2015-02-04,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",67.25216674804688
KN,2015-02-05,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",22.899999618530273
TAP,2015-02-11,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",63.20852279663086
KN,2015-02-26,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",19.25
KN,2015-03-06,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",19.3700008392334
KN,2015-03-09,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",19.6299991607666
KN,2015-03-10,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",19.690000534057617
KN,2015-03-11,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",19.809999465942383
BK,2015-03-19,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",34.4622917175293
KN,2015-03-20,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",19.989999771118164
KN,2015-04-17,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",20.899999618530273
KN,2015-04-23,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",21.239999771118164
KN,2015-04-24,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",20.079999923706055
KN,2015-04-24,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",20.079999923706055
PFE,2015-04-29,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",25.12481117248535
MOS,2015-04-15,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",40.71261215209961
PFE,2015-05-06,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",24.719511032104492
PFE,2015-05-06,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",24.719511032104492
PFE,2015-05-07,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",24.80816650390625
TAP,2015-05-07,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",64.4367446899414
PFE,2015-05-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",25.074125289916992
TAP,2015-05-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",65.3333969116211
BWXT,2019-02-27,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",50.97996139526367
BWXT,2019-02-27,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",50.97996139526367
TRGP,2019-02-27,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",35.84284591674805
LNG,2019-02-27,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",65.14702606201172
BWXT,2019-02-26,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",50.93199157714844
UHAL,2019-02-25,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",33.61296844482422
PEP,2019-02-25,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",107.86837005615234
STT,2019-02-25,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",66.19961547851562
PG,2019-02-25,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",92.42357635498047
KO,2019-02-25,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",40.831180572509766
CSCO,2019-02-25,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",47.068023681640625
SYY,2019-02-25,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",62.25723648071289
ORCL,2019-02-25,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",50.0267333984375
MSFT,2019-02-25,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",108.7737808227539
COP,2019-02-25,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",62.959266662597656
ACA,2019-02-25,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",30.948646545410156
INFY,2019-02-25,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",10.079405784606934
MU,2019-02-25,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",42.75
CLX,2019-02-25,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",146.4969024658203
WFC,2019-02-25,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",45.4870719909668
TRGP,2019-02-19,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",42.08173370361328
GLW,2019-02-19,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",31.30293846130371
MRK,2019-02-19,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",68.81438446044922
MOS,2019-02-19,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",31.30292510986328
HBI,2019-02-19,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",16.66160774230957
ENTG,2019-02-19,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",33.93491744995117
GM,2019-02-19,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",37.477542877197266
PG,2019-02-12,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",92.13583374023438
OKE,2019-02-07,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",51.464874267578125
PAGP,2019-02-07,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",18.371458053588867
PAGP,2019-02-07,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",18.371458053588867
AM,2019-02-07,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",8.275121688842773
T,2019-02-06,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",16.624340057373047
T,2019-02-05,Purchase,Stock,"$15,001 - $50,000","David a Perdue , jr",16.66370964050293
T,2019-02-05,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",16.66370964050293
MPLX,2019-02-04,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",25.189491271972656
T,2019-02-01,Purchase,Stock,"$15,001 - $50,000","David a Perdue , jr",16.871793746948242
ET,2019-02-01,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",11.044224739074707
AXTA,2018-07-27,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",30.229999542236328
GM,2018-07-25,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",34.94337844848633
GM,2018-07-25,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",34.94337844848633
KN,2018-07-25,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",17.770000457763672
KN,2018-07-25,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",17.770000457763672
SBUX,2018-07-19,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",48.37294006347656
GPK,2018-07-17,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",13.718632698059082
LYV,2018-07-17,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",51.439998626708984
GM,2018-07-20,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",36.56757736206055
NFLX,2018-07-19,Purchase,Stock,"$15,001 - $50,000","David a Perdue , jr",364.2300109863281
GM,2018-07-16,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",36.71607208251953
CDLX,2018-07-18,Purchase,Stock,"$1,000,001 - $5,000,000","David a Perdue , jr",20.530000686645508
LYV,2018-07-13,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",51.540000915527344
LYV,2018-07-13,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",51.540000915527344
RF,2018-07-13,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",15.088193893432617
GM,2018-07-11,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",36.47475051879883
GM,2018-07-11,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",36.47475051879883
GM,2018-07-10,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",37.207969665527344
GM,2018-07-06,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",36.344818115234375
AXTA,2018-07-27,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",30.229999542236328
GM,2018-07-25,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",34.94337844848633
GM,2018-07-25,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",34.94337844848633
KN,2018-07-25,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",17.770000457763672
KN,2018-07-25,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",17.770000457763672
SBUX,2018-07-19,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",48.37294006347656
GPK,2018-07-17,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",13.718632698059082
LYV,2018-07-17,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",51.439998626708984
GM,2018-07-20,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",36.56757736206055
NFLX,2018-07-19,Purchase,Stock,"$15,001 - $50,000","David a Perdue , jr",364.2300109863281
GM,2018-07-16,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",36.71607208251953
LYV,2018-07-13,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",51.540000915527344
LYV,2018-07-13,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",51.540000915527344
RF,2018-07-13,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",15.088193893432617
GM,2018-07-11,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",36.47475051879883
GM,2018-07-11,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",36.47475051879883
GM,2018-07-10,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",37.207969665527344
GM,2018-07-06,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",36.344818115234375
KMI,2015-12-29,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",11.263845443725586
KMI,2015-12-29,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",11.263845443725586
VZ,2015-12-29,Purchase,Stock,"$15,001 - $50,000","David a Perdue , jr",35.73393249511719
IP,2015-12-29,Purchase,Stock,"$15,001 - $50,000","David a Perdue , jr",27.817697525024414
ABBV,2015-12-29,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",44.36478805541992
CRMT,2015-12-28,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",27.790000915527344
LNT,2015-12-23,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr",26.351186752319336
LQDT,2015-12-23,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",6.829999923706055
KN,2015-12-23,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",13.800000190734863
WMT,2015-12-21,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",52.01859664916992
MOS,2015-12-21,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",24.661407470703125
WLK,2015-12-21,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",49.04910659790039
LQDT,2015-12-18,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",6.679999828338623
GE,2015-12-18,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",178.0539093017578
GE,2015-12-18,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",178.0539093017578
LYV,2015-12-18,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",24.68000030517578
WMT,2015-12-18,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",51.40712356567383
GE,2015-12-18,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",178.0539093017578
URBN,2017-07-07,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",18.40999984741211
CZR,2017-07-05,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",19.350000381469727
MOS,2017-07-03,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",22.756298065185547
CZR,2017-06-30,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",20.0
URBN,2017-06-29,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",18.440000534057617
CZR,2017-06-29,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",19.649999618530273
RF,2017-06-26,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",11.801501274108887
CZR,2017-06-26,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",20.399999618530273
CZR,2017-06-23,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",20.25
URBN,2017-06-23,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",17.760000228881836
LYV,2017-06-23,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",34.84000015258789
INFY,2017-06-22,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",6.453657627105713
URBN,2017-06-22,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",17.469999313354492
RF,2017-06-22,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",11.878747940063477
LYV,2017-06-21,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",34.650001525878906
CZR,2017-06-21,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",20.5
CTSH,2017-06-20,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",63.996578216552734
INFY,2017-06-20,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",6.510459899902344
URBN,2017-06-19,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",18.139999389648438
COST,2017-06-16,Purchase,Stock,"$15,001 - $50,000","David a Perdue , jr",156.33279418945312
EXR,2017-06-16,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",67.514404296875
URBN,2017-06-15,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",18.18000030517578
AAPL,2017-06-09,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",35.460018157958984
LYV,2017-06-09,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",35.93000030517578
LYV,2017-06-08,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",35.790000915527344
URBN,2017-06-08,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",16.350000381469727
RF,2017-06-06,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",11.526849746704102
PFE,2016-01-29,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",22.88459587097168
WLK,2016-01-29,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",41.704124450683594
WLK,2016-01-29,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",41.704124450683594
LYV,2016-01-29,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",22.700000762939453
PFE,2016-01-28,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",22.666933059692383
AAPL,2016-01-28,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",21.723508834838867
PFE,2016-01-28,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",22.666933059692383
PFE,2016-01-27,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",22.907114028930664
AAPL,2016-01-27,Purchase,Stock,"$15,001 - $50,000","David a Perdue , jr",21.568815231323242
MSFT,2016-01-27,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",46.52504348754883
AAPL,2016-01-27,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",21.568815231323242
AAPL,2016-01-27,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",21.568815231323242
PFE,2016-01-27,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",22.907114028930664
AAPL,2016-01-27,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",21.568815231323242
MSFT,2016-01-27,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",46.52504348754883
PFE,2016-01-25,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",22.89210319519043
MSFT,2016-01-22,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",47.496971130371094
PFE,2016-01-22,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",23.049720764160156
GE,2016-01-21,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",168.11624145507812
GE,2016-01-21,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",168.11624145507812
BAC,2016-01-20,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",12.113653182983398
PG,2016-01-20,Purchase,Stock,"$15,001 - $50,000","David a Perdue , jr",63.88228988647461
MO,2016-01-20,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",40.32874298095703
WMB,2016-01-20,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",10.622535705566406
NKE,2016-01-20,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",55.23522186279297
V,2016-01-20,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",67.66426849365234
KHC,2016-01-20,Purchase,Stock,"$15,001 - $50,000","David a Perdue , jr",56.78364181518555
PFE,2016-01-20,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",23.012187957763672
WLK,2016-01-15,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",40.842166900634766
GE,2016-01-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",170.88002014160156
PFE,2016-01-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",23.349943161010742
KN,2016-01-13,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",11.779999732971191
LYV,2016-01-13,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",22.079999923706055
GE,2016-01-13,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",166.05819702148438
PFE,2016-01-13,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",22.79452896118164
GE,2016-01-13,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",166.05819702148438
GE,2016-01-11,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",168.05747985839844
LYV,2016-01-11,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",22.780000686645508
GE,2016-01-08,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",167.2930450439453
LYV,2016-01-08,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",22.809999465942383
QCOM,2016-01-07,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",38.39005661010742
WBA,2016-01-07,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",69.57872009277344
CRMT,2016-01-07,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",25.540000915527344
ABBV,2016-01-07,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",42.69317626953125
GE,2016-01-06,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",177.8775177001953
MPLX,2016-07-06,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr",18.872909545898438
ETP,2016-07-06,Purchase,Stock,"$50,001 - $100,000","David a Perdue , jr",17.1263427734375
WLK,2016-06-29,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",38.92984390258789
WLK,2016-06-28,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",37.468467712402344
NKE,2016-06-27,Purchase,Stock,"$15,001 - $50,000","David a Perdue , jr",48.81333541870117
BAC,2016-06-27,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",10.855232238769531
WLK,2016-06-23,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",41.36237716674805
BAC,2016-06-20,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",12.06730842590332
SHPG,2016-06-13,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",173.58999633789062
MOS,2017-05-02,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",23.73126983642578
GM,2017-04-28,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",30.296876907348633
WLK,2017-04-27,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",59.25596618652344
BAX,2017-04-26,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",52.49772262573242
MOS,2017-04-12,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",26.774961471557617
MOS,2017-04-11,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",27.28858184814453
MOS,2017-04-11,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",27.28858184814453
CVX,2017-04-04,Purchase,Stock,"$15,001 - $50,000","David a Perdue , jr",86.87422943115234
SPY,2018-12-31,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr",239.2103729248047
SPY,2018-12-31,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr",239.2103729248047
CZR,2018-12-31,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",36.209999084472656
AXTA,2018-12-27,Purchase,Stock,"$100,001 - $250,000","David a Perdue , jr",22.950000762939453
SPY,2018-12-27,Sale,Stock,"$250,001 - $500,000","David a Perdue , jr",237.43966674804688
HBI,2018-12-27,Purchase,Stock,"$100,001 - $250,000","David a Perdue , jr",10.81050968170166
DVN,2018-12-27,Purchase,Stock,"$50,001 - $100,000","David a Perdue , jr",20.153148651123047
BWXT,2018-12-27,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",35.73299026489258
ACA,2018-12-24,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",24.287914276123047
BWXT,2018-12-24,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",35.27241134643555
ACA,2018-12-21,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",24.0814151763916
RF,2018-12-21,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",11.457145690917969
BWXT,2018-12-21,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",35.656219482421875
PAGP,2018-12-21,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",16.476112365722656
PG,2018-12-20,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",83.78741455078125
GPK,2018-12-20,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",9.752239227294922
VLP,2018-12-20,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr",42.130001068115234
SLB,2018-12-20,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr",32.441463470458984
STT,2018-12-20,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",54.765464782714844
ACA,2018-12-20,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",24.051912307739258
BWXT,2018-12-20,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",37.201072692871094
ET,2018-12-19,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",9.524175643920898
BWXT,2018-12-19,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr",38.44845962524414
