Stock,Transaction Date,Buy/Sell,Type,Amount,Senator,Price
MRK,2016-01-28,Purchase,Stock,"$50,001 - $100,000",John Hoeven,37.00333786010742
AAPL,2016-01-28,Purchase,Stock,"$50,001 - $100,000",John Hoeven,21.442934036254883
MCD,2016-02-03,Purchase,Stock,"$50,001 - $100,000",John Hoeven,100.40040588378906
LYB,2019-02-27,Purchase,Stock,"$50,001 - $100,000",John Hoeven,65.25971221923828
PRU,2016-06-28,Purchase,Stock,"$50,001 - $100,000",John Hoeven,49.898345947265625
MCD,2016-06-28,Purchase,Stock,"$50,001 - $100,000",John Hoeven,99.4129867553711
IVZ,2016-06-28,Purchase,Stock,"$50,001 - $100,000",John Hoeven,17.292274475097656
NFLX,2019-09-24,Purchase,Stock,"$50,001 - $100,000",John Hoeven,254.58999633789062
KTB,2019-09-24,Purchase,Stock,"$15,001 - $50,000",John Hoeven,29.661785125732422
KDP,2019-04-25,Purchase,Stock,"$15,001 - $50,000",John Hoeven,25.074785232543945
JCI,2015-08-13,Purchase,Stock,"$100,001 - $250,000",John Hoeven,28.601530075073242
RL,2015-08-13,Purchase,Stock,"$50,001 - $100,000",John Hoeven,98.43004608154297
TAP,2015-08-13,Purchase,Stock,"$100,001 - $250,000",John Hoeven,60.013973236083984
TJX,2016-08-23,Purchase,Stock,"$50,001 - $100,000",John Hoeven,35.569244384765625
RL,2016-08-19,Sale,Stock,"$100,001 - $250,000",John Hoeven,93.25837707519531
JCI,2016-08-22,Sale,Stock,"$100,001 - $250,000",John Hoeven,34.80058670043945
HAS,2016-08-22,Purchase,Stock,"$50,001 - $100,000",John Hoeven,65.21212768554688
BMY,2016-08-22,Purchase,Stock,"$50,001 - $100,000",John Hoeven,47.498470306396484
MCD,2016-08-22,Purchase,Stock,"$50,001 - $100,000",John Hoeven,96.8290786743164
WMT,2018-03-05,Purchase,Stock,"$50,001 - $100,000",John Hoeven,81.18403625488281
CAT,2018-03-05,Purchase,Stock,"$50,001 - $100,000",John Hoeven,132.1497039794922
BSTZ,2019-06-26,Purchase,Stock,"$100,001 - $250,000",John Hoeven,14.068669319152832
FCX,2015-01-06,Sale,Stock,"$50,001 - $100,000",John Hoeven,20.391315460205078
IBM,2018-04-18,Purchase,Stock,"$50,001 - $100,000",John Hoeven,108.904541015625
DIS,2016-09-30,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,88.24454498291016
APTV,2018-11-16,Sale,Stock,"$15,001 - $50,000",James m Inhofe,73.21231079101562
FANG,2015-12-14,Sale,Stock,"$50,001 - $100,000",James m Inhofe,64.16439819335938
CPN,2015-12-14,Sale,Stock,"$50,001 - $100,000",James m Inhofe,11.800000190734863
TEL,2019-04-26,Sale,Stock,"$50,001 - $100,000",James m Inhofe,87.25465393066406
LH,2019-04-26,Sale,Stock,"$50,001 - $100,000",James m Inhofe,130.1204376220703
RSPP,2017-11-13,Sale,Stock,"$50,001 - $100,000",James m Inhofe,37.13999938964844
DAL,2019-01-16,Sale,Stock,"$50,001 - $100,000",James m Inhofe,45.70250701904297
KMX,2019-01-16,Sale,Stock,"$100,001 - $250,000",James m Inhofe,63.970001220703125
BABA,2019-01-16,Sale,Stock,"$15,001 - $50,000",James m Inhofe,154.83999633789062
ALB,2019-01-16,Sale,Stock,"$15,001 - $50,000",James m Inhofe,69.79846954345703
V,2019-01-15,Sale,Stock,"$50,001 - $100,000",James m Inhofe,133.01792907714844
AMZN,2019-01-15,Sale,Stock,"$100,001 - $250,000",James m Inhofe,83.72799682617188
MRK,2019-01-11,Sale,Stock,"$100,001 - $250,000",James m Inhofe,61.77157974243164
SYF,2016-04-21,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,25.483854293823242
C,2016-04-13,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,35.73714065551758
RRC,2016-03-24,Sale,Stock,"$50,001 - $100,000",James m Inhofe,29.54411506652832
NFX,2016-03-24,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,32.380001068115234
TEL,2019-04-26,Sale,Stock,"$50,001 - $100,000",James m Inhofe,87.2546615600586
LH,2019-04-26,Sale,Stock,"$50,001 - $100,000",James m Inhofe,130.12045288085938
CTSH,2016-03-11,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,52.36965560913086
SWN,2016-03-04,Sale,Stock,"$50,001 - $100,000",James m Inhofe,7.829999923706055
SYF,2016-02-24,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,23.230356216430664
V,2018-05-03,Sale,Stock,"$15,001 - $50,000",James m Inhofe,122.57539367675781
UNH,2018-05-03,Sale,Stock,"$50,001 - $100,000",James m Inhofe,215.84347534179688
CRM,2018-05-03,Sale,Stock,"$1,001 - $15,000",James m Inhofe,124.41000366210938
PEP,2018-05-03,Sale,Stock,"$15,001 - $50,000",James m Inhofe,83.23809814453125
MSFT,2018-05-03,Sale,Stock,"$15,001 - $50,000",James m Inhofe,88.40007019042969
LH,2018-05-03,Sale,Stock,"$15,001 - $50,000",James m Inhofe,142.76051330566406
XOM,2018-05-03,Sale,Stock,"$50,001 - $100,000",James m Inhofe,58.015846252441406
DFS,2018-05-03,Sale,Stock,"$15,001 - $50,000",James m Inhofe,61.358707427978516
DAL,2018-05-03,Sale,Stock,"$1,001 - $15,000",James m Inhofe,48.89303207397461
COHR,2018-05-03,Sale,Stock,"$50,001 - $100,000",James m Inhofe,42.75
C,2018-05-03,Sale,Stock,"$1,001 - $15,000",James m Inhofe,56.340972900390625
KMX,2018-05-03,Sale,Stock,"$1,001 - $15,000",James m Inhofe,63.31999969482422
BLK,2018-05-03,Sale,Stock,"$15,001 - $50,000",James m Inhofe,442.9282531738281
AAPL,2018-05-01,Sale,Stock,"$50,001 - $100,000",James m Inhofe,40.19171142578125
CHKP,2018-04-26,Sale,Stock,"$50,001 - $100,000",James m Inhofe,97.4800033569336
BLK,2018-04-16,Sale,Stock,"$15,001 - $50,000",James m Inhofe,454.3375244140625
BIIB,2015-10-23,Purchase,Stock,"$1,001 - $15,000",James m Inhofe,276.989990234375
AIG,2019-07-17,Sale,Stock,"$50,001 - $100,000",James m Inhofe,49.102840423583984
XPO,2018-02-22,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,32.35809326171875
GILD,2018-02-22,Sale,Stock,"$50,001 - $100,000",James m Inhofe,63.462345123291016
MSFT,2018-02-09,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,82.47764587402344
KMX,2018-02-09,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,64.48999786376953
KMX,2018-01-25,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,71.54000091552734
BUD,2018-01-25,Sale,Stock,"$50,001 - $100,000",James m Inhofe,102.70055389404297
XBI,2018-12-31,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,71.57357788085938
TEL,2018-12-27,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,69.06719207763672
APTV,2018-12-27,Sale,Stock,"$15,001 - $50,000",James m Inhofe,61.15171432495117
XPO,2018-12-13,Sale,Stock,"$15,001 - $50,000",James m Inhofe,15.39050006866455
RSPP,2017-06-26,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,32.349998474121094
NFX,2017-06-26,Sale,Stock,"$15,001 - $50,000",James m Inhofe,27.65999984741211
UL,2017-06-19,Sale,Stock,"$50,001 - $100,000",James m Inhofe,44.3696174621582
ST,2017-06-19,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,42.04327392578125
UNH,2017-06-09,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,164.85093688964844
JNJ,2017-06-09,Sale,Stock,"$50,001 - $100,000",James m Inhofe,111.3482666015625
GILD,2016-12-15,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,58.67521667480469
CRSP,2021-01-05,Sale,Stock,"$1,001 - $15,000",James m Inhofe,160.6199951171875
CHKP,2017-01-26,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,98.1500015258789
WFC,2017-01-19,Sale,Stock,"$50,001 - $100,000",James m Inhofe,44.94511795043945
UL,2017-01-19,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,33.08293151855469
ARW,2017-01-11,Sale,Stock,"$50,001 - $100,000",James m Inhofe,73.5999984741211
BUD,2017-01-11,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,91.74931335449219
GILD,2016-01-28,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,66.44182586669922
PG,2020-01-13,Sale,Stock,"$100,001 - $250,000",James m Inhofe,113.84229278564453
BFAM,2020-01-13,Sale,Stock,"$50,001 - $100,000",James m Inhofe,163.5500030517578
DHR,2019-03-01,Sale,Stock,"$15,001 - $50,000",James m Inhofe,110.84860229492188
CTSH,2016-11-15,Sale,Stock,"$15,001 - $50,000",James m Inhofe,49.795753479003906
GILD,2018-07-12,Sale,Stock,"$50,001 - $100,000",James m Inhofe,62.96610641479492
FANG,2015-07-15,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,59.98917770385742
C,2020-03-09,Sale,Stock,"$50,001 - $100,000",James m Inhofe,44.89639663696289
AAPL,2020-07-15,Sale,Stock,"$15,001 - $50,000",James m Inhofe,95.81719207763672
AMZN,2020-07-15,Sale,Stock,"$15,001 - $50,000",James m Inhofe,150.44349670410156
PYPL,2017-10-23,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,69.80000305175781
HBI,2017-10-23,Sale,Stock,"$100,001 - $250,000",James m Inhofe,18.357208251953125
GE,2017-10-23,Sale,Stock,"$50,001 - $100,000",James m Inhofe,127.01953887939453
BABA,2017-10-23,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,173.1300048828125
NTLA,2017-10-19,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,28.049999237060547
EDIT,2017-10-19,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,23.950000762939453
CRSP,2017-10-19,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,18.969999313354492
BLK,2017-10-17,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,407.4439697265625
DIS,2017-10-13,Sale,Stock,"$50,001 - $100,000",James m Inhofe,93.94677734375
COHR,2017-10-12,Purchase,Stock,"$1,001 - $15,000",James m Inhofe,41.650001525878906
CVS,2017-10-11,Sale,Stock,"$50,001 - $100,000",James m Inhofe,62.327388763427734
GE,2018-10-10,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,78.14472198486328
LEA,2018-10-08,Sale,Stock,"$15,001 - $50,000",James m Inhofe,133.2327880859375
APTV,2018-10-08,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,78.66029357910156
XPO,2018-09-28,Sale,Stock,"$50,001 - $100,000",James m Inhofe,39.48614501953125
CRM,2017-04-25,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,84.75
HBI,2017-04-20,Purchase,Stock,"$100,001 - $250,000",James m Inhofe,17.548730850219727
GE,2017-04-05,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,167.45460510253906
CVS,2017-09-15,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,70.14572143554688
GM,2017-08-30,Sale,Stock,"$100,001 - $250,000",James m Inhofe,31.61370277404785
COHR,2017-08-30,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,36.0
PYPL,2020-01-27,Sale,Stock,"$15,001 - $50,000",James m Inhofe,115.23999786376953
INTU,2020-01-27,Sale,Stock,"$50,001 - $100,000",James m Inhofe,276.9053955078125
DHR,2020-01-27,Sale,Stock,"$50,001 - $100,000",James m Inhofe,140.61204528808594
AAPL,2020-01-27,Sale,Stock,"$15,001 - $50,000",James m Inhofe,75.34637451171875
BBU,2016-07-12,Sale,Stock,"$1,001 - $15,000",James m Inhofe,11.506471633911133
QCOM,2015-08-04,Sale,Stock,"$50,001 - $100,000",James m Inhofe,49.318817138671875
BFAM,2017-05-30,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,76.9800033569336
AMGN,2017-05-30,Sale,Stock,"$50,001 - $100,000",James m Inhofe,127.54316711425781
UL,2017-05-09,Sale,Stock,"$50,001 - $100,000",James m Inhofe,42.19439697265625
COF,2015-08-27,Sale,Stock,"$100,001 - $250,000",James m Inhofe,66.51882934570312
RSPP,2015-08-24,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,21.149999618530273
AAPL,2015-08-24,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,23.400684356689453
A,2015-08-24,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,32.374107360839844
EMR,2015-08-24,Sale,Stock,"$50,001 - $100,000",James m Inhofe,36.8622932434082
ARW,2015-08-12,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,57.38999938964844
MRK,2015-08-12,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,43.07114791870117
A,2016-09-13,Sale,Stock,"$50,001 - $100,000",James m Inhofe,42.38458251953125
EDIT,2019-02-04,Sale,Stock,"$15,001 - $50,000",James m Inhofe,21.90999984741211
MSFT,2019-01-29,Sale,Stock,"$15,001 - $50,000",James m Inhofe,97.94994354248047
PYPL,2019-06-25,Sale,Stock,"$15,001 - $50,000",James m Inhofe,114.44000244140625
BIIB,2015-07-09,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,399.2900085449219
GE,2015-07-09,Purchase,Stock,"$1,001 - $15,000",James m Inhofe,137.59051513671875
MRK,2015-07-09,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,42.42056655883789
ABT,2015-07-09,Sale,Stock,"$50,001 - $100,000",James m Inhofe,41.89838409423828
NFX,2016-06-28,Sale,Stock,"$1,001 - $15,000",James m Inhofe,42.849998474121094
QCOM,2015-08-04,Sale,Stock,"$50,001 - $100,000",James m Inhofe,49.31882095336914
CRSP,2020-12-22,Sale,Stock,"$50,001 - $100,000",James m Inhofe,170.0800018310547
BLK,2020-12-15,Sale,Stock,"$50,001 - $100,000",James m Inhofe,651.38037109375
UNH,2019-09-30,Sale,Stock,"$15,001 - $50,000",James m Inhofe,204.9949188232422
XBI,2019-09-30,Sale,Stock,"$15,001 - $50,000",James m Inhofe,76.06526947021484
V,2020-04-13,Sale,Stock,"$50,001 - $100,000",James m Inhofe,164.96072387695312
MSFT,2020-04-13,Sale,Stock,"$50,001 - $100,000",James m Inhofe,160.251953125
APTV,2018-11-16,Sale,Stock,"$15,001 - $50,000",James m Inhofe,73.2123031616211
DHR,2019-03-01,Sale,Stock,"$15,001 - $50,000",James m Inhofe,110.84859466552734
XOM,2017-11-13,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,62.19304275512695
INTU,2018-08-16,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,202.18582153320312
BKNG,2018-08-16,Sale,Stock,"$50,001 - $100,000",James m Inhofe,1824.989990234375
DHR,2018-07-26,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,89.73287200927734
BFAM,2018-07-26,Sale,Stock,"$15,001 - $50,000",James m Inhofe,110.94999694824219
AIG,2018-11-05,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,38.28493118286133
GE,2018-10-31,Sale,Stock,"$15,001 - $50,000",James m Inhofe,59.43234634399414
XPO,2018-10-25,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,31.20294189453125
ISRG,2018-10-25,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,164.30667114257812
NTLA,2018-10-25,Sale,Stock,"$15,001 - $50,000",James m Inhofe,20.0
ALB,2018-10-17,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,90.59410095214844
CRM,2018-10-11,Sale,Stock,"$50,001 - $100,000",James m Inhofe,139.24000549316406
FLR,2017-05-17,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,42.55356216430664
PG,2015-04-29,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,63.11756134033203
AMZN,2015-04-29,Sale,Stock,"$15,001 - $50,000",James m Inhofe,21.4685001373291
EMR,2015-04-21,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,45.48982620239258
WFC,2015-04-21,Sale,Stock,"$15,001 - $50,000",James m Inhofe,42.44404983520508
ETN,2015-04-14,Sale,Stock,"$15,001 - $50,000",James m Inhofe,54.816585540771484
MCD,2015-04-14,Sale,Stock,"$50,001 - $100,000",James m Inhofe,78.6444320678711
PRGO,2016-05-23,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,81.8115234375
BABA,2016-05-25,Sale,Stock,"$50,001 - $100,000",James m Inhofe,75.58999633789062
PG,2016-05-17,Sale,Stock,"$50,001 - $100,000",James m Inhofe,65.9261474609375
EDIT,2019-02-04,Sale,Stock,"$15,001 - $50,000",James m Inhofe,21.90999984741211
MSFT,2019-01-29,Sale,Stock,"$15,001 - $50,000",James m Inhofe,97.94994354248047
GM,2017-03-07,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,32.41691970825195
SYF,2017-03-02,Sale,Stock,"$50,001 - $100,000",James m Inhofe,30.523794174194336
CRSP,2018-06-19,Sale,Stock,"$15,001 - $50,000",James m Inhofe,62.060001373291016
BMY,2018-06-04,Sale,Stock,"$50,001 - $100,000",James m Inhofe,43.2068977355957
BLK,2016-07-21,Sale,Stock,"$1,001 - $15,000",James m Inhofe,298.7276611328125
BIIB,2016-07-21,Sale,Stock,"$50,001 - $100,000",James m Inhofe,282.45001220703125
ISRG,2019-05-10,Sale,Stock,"$15,001 - $50,000",James m Inhofe,165.10333251953125
RSPP,2015-11-17,Sale,Stock,"$15,001 - $50,000",James m Inhofe,28.989999771118164
ST,2018-06-28,Sale,Stock,"$50,001 - $100,000",James m Inhofe,46.96637725830078
LEA,2018-06-28,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,172.26986694335938
APTV,2018-06-28,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,90.73074340820312
DAL,2017-12-26,Purchase,Stock,"$100,001 - $250,000",James m Inhofe,52.96783447265625
UNH,2018-01-11,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,207.0827178955078
SWN,2015-10-28,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,10.760000228881836
RRC,2015-10-28,Sale,Stock,"$1,001 - $15,000",James m Inhofe,27.664382934570312
FLR,2017-08-04,Sale,Stock,"$50,001 - $100,000",James m Inhofe,37.452064514160156
GE,2017-07-26,Sale,Stock,"$15,001 - $50,000",James m Inhofe,144.18792724609375
MSFT,2017-07-20,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,68.70744323730469
C,2017-07-07,Sale,Stock,"$50,001 - $100,000",James m Inhofe,55.59095764160156
CSX,2016-10-12,Sale,Stock,"$50,001 - $100,000",James m Inhofe,9.157028198242188
PRGO,2016-08-12,Sale,Stock,"$50,001 - $100,000",James m Inhofe,77.0802001953125
ESRX,2016-08-08,Sale,Stock,"$50,001 - $100,000",James m Inhofe,75.91000366210938
C,2016-08-08,Purchase,Stock,"$50,001 - $100,000",James m Inhofe,37.292144775390625
BMY,2016-08-08,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,48.3320426940918
PYPL,2019-06-25,Sale,Stock,"$15,001 - $50,000",James m Inhofe,114.44000244140625
GILD,2015-06-09,Sale,Stock,"$50,001 - $100,000",James m Inhofe,86.07743835449219
BMY,2017-02-28,Sale,Stock,"$15,001 - $50,000",James m Inhofe,46.07183074951172
SYF,2017-02-01,Sale,Stock,"$50,001 - $100,000",James m Inhofe,30.438928604125977
BMY,2017-02-01,Purchase,Stock,"$15,001 - $50,000",James m Inhofe,40.043739318847656
GE,2019-05-16,Sale,Stock,"$1,001 - $15,000",Timothy m Kaine,62.14427947998047
MTUM,2018-10-11,Purchase,Stock,"$1,001 - $15,000",John n Kennedy,101.06015014648438
NKE,2018-08-28,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",78.30912017822266
CB,2018-08-28,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",122.97374725341797
WTRG,2020-03-05,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",43.758846282958984
VZ,2020-08-18,Purchase,Stock,"$1,001 - $15,000","Angus s King, jr.",49.476356506347656
SLB,2020-08-18,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",18.636638641357422
XOM,2020-08-18,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",36.63368606567383
COP,2020-08-18,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",35.56975173950195
SLB,2017-11-28,Purchase,Stock,"$1,001 - $15,000","Angus s King, jr.",52.21340560913086
COP,2017-11-28,Purchase,Stock,"$1,001 - $15,000","Angus s King, jr.",41.34621047973633
PG,2017-11-17,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",75.73941802978516
NVS,2017-11-10,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",58.864749908447266
KMI,2015-12-16,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",10.829025268554688
TMO,2021-06-24,Purchase,Stock,"$1,001 - $15,000","Angus s King, jr.",492.8537292480469
ADBE,2021-06-24,Purchase,Stock,"$1,001 - $15,000","Angus s King, jr.",578.260009765625
TEVA,2016-10-19,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",41.543819427490234
GE,2016-10-19,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",159.88198852539062
MMM,2023-05-19,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",97.57081604003906
DIS,2017-05-03,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",106.88957214355469
TGT,2017-05-03,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",48.2464599609375
SLB,2018-10-17,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",51.16987609863281
CSCO,2017-10-19,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",28.14558982849121
USB,2023-03-20,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",32.99430847167969
ADBE,2022-12-19,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",328.760009765625
EA,2022-12-21,Purchase,Stock,"$1,001 - $15,000","Angus s King, jr.",121.91474914550781
AMZN,2019-01-31,Purchase,Stock,"$1,001 - $15,000","Angus s King, jr.",85.9365005493164
MKC,2019-01-10,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",65.18150329589844
AXP,2019-01-10,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",91.86225891113281
GILD,2018-04-23,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",59.572959899902344
IBM,2017-07-20,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",104.85670471191406
WAT,2019-07-23,Sale,Stock,"$1,001 - $15,000","Angus s King, jr.",218.61000061035156
AVGO,2018-09-24,Purchase,Stock,"$1,001 - $15,000",Jon Kyl,223.82275390625
PM,2018-12-17,Purchase,Stock,"$1,001 - $15,000",Jon Kyl,67.46395874023438
BWA,2018-11-02,Purchase,Stock,"$1,001 - $15,000",Jon Kyl,33.1844367980957
NVDA,2018-12-12,Purchase,Stock,"$1,001 - $15,000",Jon Kyl,36.99784851074219
NTNX,2018-12-06,Purchase,Stock,"$1,001 - $15,000",Jon Kyl,44.43000030517578
ADBE,2018-12-06,Sale,Stock,"$1,001 - $15,000",Jon Kyl,250.6300048828125
MKC,2018-12-03,Sale,Stock,"$1,001 - $15,000",Jon Kyl,71.67227935791016
PM,2018-12-17,Purchase,Stock,"$1,001 - $15,000",Jon Kyl,67.46395874023438
NVDA,2018-12-12,Purchase,Stock,"$1,001 - $15,000",Jon Kyl,36.99784851074219
NTNX,2018-12-06,Purchase,Stock,"$1,001 - $15,000",Jon Kyl,44.43000030517578
ADBE,2018-12-06,Sale,Stock,"$1,001 - $15,000",Jon Kyl,250.6300048828125
MKC,2018-12-03,Sale,Stock,"$1,001 - $15,000",Jon Kyl,71.67227935791016
BWA,2018-11-02,Purchase,Stock,"$1,001 - $15,000",Jon Kyl,33.1844367980957
AVGO,2018-09-24,Purchase,Stock,"$1,001 - $15,000",Jon Kyl,223.82275390625
PRU,2020-03-12,Purchase,Stock,"$15,001 - $50,000",Kelly Loeffler,41.593502044677734
BKNG,2020-03-11,Sale,Stock,"$1,001 - $15,000",Kelly Loeffler,1442.5
BKNG,2020-03-10,Sale,Stock,"$15,001 - $50,000",Kelly Loeffler,1559.0
CVX,2020-03-09,Purchase,Stock,"$100,001 - $250,000",Kelly Loeffler,72.62730407714844
